"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"1013","NEO SCIENCE HUB","TELENG/2022/85382","18-09-2023","English","Monthly","VENKATA SATYA PRASAD POTHARAJU","VENKATA SATYA PRASAD POTHARAJU","Telangana","Hyderabad","View        registration details for NEO SCIENCE HUB (TELENG/2022/85382)"
"1014","NERA THANTHRAM","APTEL/2006/18963","28-03-2007","Telugu","Fortnightly","B. KALYAN CHANDRA","B. KALYAN CHANDRA","Telangana","Karimnagar","View        registration details for NERA THANTHRAM (APTEL/2006/18963)"
"1015","NEST WORLD","TELENG/2023/83797","17-04-2023","English","Monthly","ABDUL WASAY MUDASSER","NISAAB PUBLISHERS","Telangana","Hyderabad","View        registration details for NEST WORLD (TELENG/2023/83797)"
"1016","NETA","3199","18-10-1951","Telugu","Weekly","V G GUDA","CENTRAL CO-OPERATIVE SOCIETY, HYDERBAD","Telangana","Hyderabad","View        registration details for NETA (3199)"
"1017","NETEE SATHYAM","TGTEL/25/A1015","04-06-2025","Telugu","Daily","TAILI RAMAKRISHNA","TAILI RAMAKRISHNA","Telangana","Rangareddy","View        registration details for NETEE SATHYAM (TGTEL/25/A1015)"
"1018","NETHA KUSUMALU","TELTEL/2015/65607","12-01-2016","Telugu","Monthly","KUSUMA RAMBALU","KUSUMA RAMBALU","Telangana","Karimnagar","View        registration details for NETHA KUSUMALU (TELTEL/2015/65607)"
"1019","NETI ADARSHA","TELTEL/2022/81916","23-08-2022","Telugu","Daily","PONNALA RAJANI","PONNALA RAJANI","Telangana","Rangareddy","View        registration details for NETI ADARSHA (TELTEL/2022/81916)"
"1020","NETI ALANKRUTHA","TGTEL/26/A3142","06-05-2026","Telugu","Daily","Repaka Yadagiri","Repaka Yadagiri","Telangana","Khammam","View        registration details for NETI ALANKRUTHA (TGTEL/26/A3142)"
"1021","NETI BHAVITHA","TELTEL/2011/39317","14-10-2011","Telugu","Daily","S. SRINIVAS","S. SRINIVAS","Telangana","Hyderabad","View        registration details for NETI BHAVITHA (TELTEL/2011/39317)"
"1022","NETI BHAVITHA","TELTEL/2013/50279","12-06-2013","Telugu","Daily","S. SRINIVAS","S. SRINIVAS","Telangana","Telangana","View        registration details for NETI BHAVITHA (TELTEL/2013/50279)"
"1023","NETI DARSHINI","TGTEL/25/A0471","27-05-2025","Telugu","Daily","KATTA HIMA PAVANI","KATTA HIMA PAVANI","Telangana","Rangareddy","View        registration details for NETI DARSHINI (TGTEL/25/A0471)"
"1024","NETI DHATHRI","APTEL/2005/15537","18-03-2005","Telugu","Daily","KATTA RAGHAVENDER RAO","KATTA RAGHAVENDER RAO","Telangana","Warangal","View        registration details for NETI DHATHRI (APTEL/2005/15537)"
"1025","NETI DIKSOOCHI","TGTEL/25/A3190","14-10-2025","Telugu","Daily","POLAGONI ALIVELU","POLAGONI ALIVELU","Telangana","Rangareddy","View        registration details for NETI DIKSOOCHI (TGTEL/25/A3190)"
"1026","NETI EVARTHALU","TGTEL/25/A1385","24-06-2025","Telugu","Daily","Bommakanti Shravan Kumar","Bommakanti Shravan Kumar","Telangana","Jagitial","View        registration details for NETI EVARTHALU (TGTEL/25/A1385)"
"1027","NETI JANA SAKSHAM","TELTEL/2017/71620","03-05-2017","Telugu","Fortnightly","THORRIKONDA SRINIVAS","THORRIKONDA SRINIVAS","Telangana","Karimnagar","View        registration details for NETI JANA SAKSHAM (TELTEL/2017/71620)"
"1028","NETI JANASENA","TELTEL/2014/57284","16-09-2014","Telugu","Daily","KARNATI LAXMI NARAYANA","KARNATI LAXMI NARAYANA","Telangana","Hyderabad","View        registration details for NETI JANASENA (TELTEL/2014/57284)"
"1029","NETI JWALA","TGTEL/25/A3367","21-10-2025","Telugu","Daily","Boddupalli Vijaya Laxmi","Boddupalli Vijaya Laxmi","Telangana","Warangal","View        registration details for NETI JWALA (TGTEL/25/A3367)"
"1030","NETI KESARI JATHIYA PATRIKA","TELTEL/2011/38282","18-07-2011","Telugu","Weekly","VAMSEE KESARI","VAMSEE KESARI","Telangana","Hyderabad","View        registration details for NETI KESARI JATHIYA PATRIKA (TELTEL/2011/38282)"
"1031","NETI KESARI JATHIYA PATRIKA","TELTEL/2009/34268","10-11-2010","Telugu","Daily","VAMSEE KESARI","VAMSEE KESARI","Telangana","Hyderabad","View        registration details for NETI KESARI JATHIYA PATRIKA (TELTEL/2009/34268)"
"1032","NETI LEADER","TELTEL/2015/65350","28-12-2015","Telugu","Monthly","LANKA PHANI KUMAR","LANKA PHANI KUMAR","Telangana","Telangana","View        registration details for NETI LEADER (TELTEL/2015/65350)"
"1033","NETI MANADESAM","69176","14-10-1998","Telugu","Daily","K.S. RANGASAYI","K.S.RANGA SAYI","Telangana","Hyderabad","View        registration details for NETI MANADESAM (69176)"
"1034","NETI MANADESAM","TELTEL/2022/86265","01-02-2024","Telugu","Daily","K.S.RANGASAYI","K.S.RANGA SAYI","Telangana","Medchal Malkajgiri","View        registration details for NETI MANADESAM (TELTEL/2022/86265)"
"1035","NETI NIZAM","APTEL/2004/12996","23-11-1993","Telugu","Daily","VEENA DASS","SMT.VEENA DASS","Telangana","Nizamabad","View        registration details for NETI NIZAM (APTEL/2004/12996)"
"1036","NETI NIZAM","52865","23-11-1993","Telugu","Daily","VEENADAS","VEENA DAS","Telangana","Hyderabad","View        registration details for NETI NIZAM (52865)"
"1037","Neti Prabhata Surya","TGTEL/25/A0784","30-05-2025","Telugu","Daily","Polagoni Rajesh","Polagoni Rajesh","Telangana","Rangareddy","View        registration details for Neti Prabhata Surya (TGTEL/25/A0784)"
"1038","NETI PRAJALA KOSAM","TGTEL/25/A3150","10-10-2025","Telugu","Daily","GOGIREDDY LACHI REDDY","GOGIREDDY LACHI REDDY","Telangana","Rangareddy","View        registration details for NETI PRAJALA KOSAM (TGTEL/25/A3150)"
"1039","NETI SAKSHI","TGTEL/25/A1737","07-07-2025","Telugu","Daily","Kanagandla Sudhakar","Kanagandla Sudhakar","Telangana","Siddipet","View        registration details for NETI SAKSHI (TGTEL/25/A1737)"
"1040","NETI SAMAJA TIMES","TELTEL/2015/67808","12-07-2016","Telugu","Monthly","MOHD. ILYAS","MOHD. ILYAS","Telangana","Telangana","View        registration details for NETI SAMAJA TIMES (TELTEL/2015/67808)"
"1041","NETI SAMAJIKA CHAITHANYA PATRIKA ASHAYAM","APTEL/2004/12588","31-05-2004","Telugu","Monthly","SHAIK AHMED ALI","SHAIK AHMED ALI","Telangana","Nalgonda","View        registration details for NETI SAMAJIKA CHAITHANYA PATRIKA ASHAYAM (APTEL/2004/12588)"
"1042","NETI SAMAJIKA CHAITYANA MASAPATRIKA PRAJABIMANI","APTEL/2002/08850","30-11-2002","Telugu","Daily","N.VENKAT RAMANNA REDDY","N.VENKAT RAMANNA REDDY","Telangana","Nalgonda","View        registration details for NETI SAMAJIKA CHAITYANA MASAPATRIKA PRAJABIMANI (APTEL/2002/08850)"
"1043","NETI SHUBHODAYA","TELTEL/2024/89620","14-10-2024","TELUGU","Daily","GONGURA SRINIVASA RAO","GONGURA SRINIVASA RAO","Telangana","","View        registration details for NETI SHUBHODAYA (TELTEL/2024/89620)"
"1044","NETI SHUBHODAYA","TGTEL/26/A2761","23-04-2026","TELUGU","Daily","GONGURA SRINIVASA RAO","GONGURA SRINIVASA RAO","Telangana","Khammam","View        registration details for NETI SHUBHODAYA (TGTEL/26/A2761)"
"1045","Neti Sirachukka","TGMUL/26/A1457","25-02-2026","English, Hindi, Telugu","Daily","Ramesh Mattipelli","Ramesh Mattipelli","Telangana","Medchal Malkajgiri","View        registration details for Neti Sirachukka (TGMUL/26/A1457)"
"1046","NETI SUDIKSHA","TGTEL/26/A3170","06-05-2026","Telugu","Daily","SAMPETA SUDHAKAR","SAMPETA SUDHAKAR","Telangana","Hanumakonda","View        registration details for NETI SUDIKSHA (TGTEL/26/A3170)"
"1047","NETI TELANGANA JAGRUTHI","TGTEL/26/A0950","10-02-2026","Telugu","Daily","MOHAMMED SHAHERAZ UDDIN","MOHAMMED SHAHERAZ UDDIN","Telangana","Jagitial","View        registration details for NETI TELANGANA JAGRUTHI (TGTEL/26/A0950)"
"1048","NETI TELUGU PATRIKA","70771","12-01-1999","Telugu","Daily","CHANDU RAKUMARI","CHANDU RAKUMARI","Telangana","Krishna","View        registration details for NETI TELUGU PATRIKA (70771)"
"1049","NETI TELUGU PATRIKA","TELTEL/2013/50999","19-07-2013","Telugu","Fortnightly","CHANDU RAKUMARI","CHANDU RAKUMARI","Telangana","Hyderabad","View        registration details for NETI TELUGU PATRIKA (TELTEL/2013/50999)"
"1050","NETI TELUGU PATRIKA","TELTEL/2016/68018","26-07-2016","Telugu","Daily","CHANDU RAKUMARI","CHANDU RAKUMARI","Telangana","Nalgonda","View        registration details for NETI TELUGU PATRIKA (TELTEL/2016/68018)"
"1051","NETI VELUGU","TELTEL/2023/88559","20-08-2024","TELUGU","Daily","PAMANAGUNDLA NAVEEN KUMAR","PAMANAGUNDLA NAVEEN KUMAR","Telangana","Nalgonda","View        registration details for NETI VELUGU (TELTEL/2023/88559)"
"1052","NETIGLOBE NEWSTIMES","TGTEL/26/A2592","15-04-2026","Telugu","Daily","Eda satyanarayana","Eda satyanarayana","Telangana","Rangareddy","View        registration details for NETIGLOBE NEWSTIMES (TGTEL/26/A2592)"
"1053","NEW DELHI EXPRESS","TELURD/2013/54501","05-02-2014","Urdu","Fortnightly","D. SHIVA KUMAR","D. SHIVA KUMAR","Telangana","Hyderabad","View        registration details for NEW DELHI EXPRESS (TELURD/2013/54501)"
"1054","NEW GENZ 2.0","TGENG/26/A2666","17-04-2026","English","Daily","RACHAKONDA KRISHNA MOHAN","RACHAKONDA KRISHNA MOHAN","Telangana","Rangareddy","View        registration details for NEW GENZ 2.0 (TGENG/26/A2666)"
"1055","NEWS 10 HYDERABAD","TELTEL/2011/38482","05-08-2011","Telugu","Daily","CHENNA RAMA KRISHNA","CHENNA RAMA KRISHNA","Telangana","Warangal","View        registration details for NEWS 10 HYDERABAD (TELTEL/2011/38482)"
"1056","NEWS 30","TELTEL/2015/64491","27-10-2015","Telugu","Monthly","ERAMGARU RAJU","POCHAMPALLY NAGARAJU","Telangana","Rangareddy","View        registration details for NEWS 30 (TELTEL/2015/64491)"
"1057","NEWS BOOM","TELENG/2008/24483","19-06-2008","English","Daily","D. S. N. MURTHY","D.S.N.MURTHY","Telangana","Karimnagar","View        registration details for NEWS BOOM (TELENG/2008/24483)"
"1058","NEWS CHASE","52720","12-09-1986","English","Fortnightly","K. S. R. SAYI","K. S. R. SAYI","Telangana","Hyderabad","View        registration details for NEWS CHASE (52720)"
"1059","NEWS GOLKONDA","TELTEL/2015/63861","24-08-2015","Telugu","Daily","D.ANJANI","D. ANJANI","Telangana","Khammam","View        registration details for NEWS GOLKONDA (TELTEL/2015/63861)"
"1060","NEWS GOLKONDA","TELTEL/2015/63216","13-07-2015","Telugu","Daily","D. ANJANI","D. ANJANI","Telangana","Nizamabad","View        registration details for NEWS GOLKONDA (TELTEL/2015/63216)"
"1061","NEWS GOLKONDA","TELTEL/2015/63966","28-08-2015","Telugu","Daily","D. ANJANI","D. ANJANI","Telangana","Medak","View        registration details for NEWS GOLKONDA (TELTEL/2015/63966)"
"1062","NEWS GOLKONDA","TELTEL/2014/60423","24-02-2015","Telugu","Daily","D. ANJANI","D. ANJANI","Telangana","Warangal","View        registration details for NEWS GOLKONDA (TELTEL/2014/60423)"
"1063","NEWS GOLKONDA","TELTEL/2015/63926","26-08-2015","Telugu","Daily","D. ANJANI","D. ANJANI","Telangana","Hyderabad","View        registration details for NEWS GOLKONDA (TELTEL/2015/63926)"
"1064","NEWS GOLKONDA","TELTEL/2011/38902","14-09-2011","Telugu","Daily","D. ANJANI","D. ANJANI","Telangana","Hyderabad","View        registration details for NEWS GOLKONDA (TELTEL/2011/38902)"
"1065","NEWS GOLKONDA","TELTEL/2014/58376","18-11-2014","Telugu","Daily","D. ANJANI","D. ANJANI","Telangana","Telangana","View        registration details for NEWS GOLKONDA (TELTEL/2014/58376)"
"1066","NEWS HUNTER","TGTEL/25/A3474","27-10-2025","Telugu","Daily","MITHANA ESWARA RAO","MITHANA ESWARA RAO","Telangana","Hyderabad","View        registration details for NEWS HUNTER (TGTEL/25/A3474)"
"1067","NEWS INDIA TELUGU","TELTEL/2021/81802","25-07-2022","Telugu","Daily","VENKATESHWARLU VUPPALA","VENKATESHWARLU VUPPALA","Telangana","Hyderabad","View        registration details for NEWS INDIA TELUGU (TELTEL/2021/81802)"
"1068","NEWS PAGE","TELTEL/2015/64131","11-09-2015","Telugu","Daily","RAJ KUMAR KANDIKONDA","RAJ KUMAR KANDIKONDA","Telangana","Warangal","View        registration details for NEWS PAGE (TELTEL/2015/64131)"
"1069","NEWS PAGE","TELTEL/2014/58627","27-11-2014","Telugu","Weekly","RAJKUMAR KANDKONDA","RAJ KUMAR KANDIKONDA","Telangana","Warangal","View        registration details for NEWS PAGE (TELTEL/2014/58627)"
"1070","NEWS READER","APTEL/2004/14051","26-11-2004","Telugu","Daily","Y. SURESH BABU","Y.SURESH BABU","Telangana","Hyderabad","View        registration details for NEWS READER (APTEL/2004/14051)"
"1071","NEWS SCREEN","TELTEL/2014/59139","22-12-2014","Telugu","Monthly","J. PADMA","J. PADMA","Telangana","Hyderabad","View        registration details for NEWS SCREEN (TELTEL/2014/59139)"
"1072","NEWS-9","TELTEL/2011/39676","18-11-2011","Telugu","Weekly","PADAKANTI VENKATESHWARLU","PADAKANTI VENKATESHWARLU","Telangana","Hyderabad","View        registration details for NEWS-9 (TELTEL/2011/39676)"
"1073","NEWS-9","TELTEL/2005/18007","29-11-2006","Telugu","Daily","PADAKANTI VENKATESHWARLU","PADAKANTI VENKATESHWARLU","Telangana","Hyderabad","View        registration details for NEWS-9 (TELTEL/2005/18007)"
"1074","NEWS-9","TELENG/2013/53804","30-12-2013","English","Monthly","PADAKANTI VENKATESHWARLU","PADAKANTI VENKATESHWARLU","Telangana","Hyderabad","View        registration details for NEWS-9 (TELENG/2013/53804)"
"1075","NEWSBOOM","44885","12-09-1998","English","Daily","D.S.N. MURTHY","D.S.N.MURTHY","Telangana","Hyderabad","View        registration details for NEWSBOOM (44885)"
"1076","NEWSLINE FROM THE HEART OF TELANGANA","61701","22-04-1995","English","Daily","MRS. ISHRATH NAAZ","ISHRATH NAAZ","Telangana","Warangal","View        registration details for NEWSLINE FROM THE HEART OF TELANGANA (61701)"
"1077","NEWSLINE FROM THE HEART OF TELANGANA","APENG/2001/05103","22-02-2001","English","Daily","MRS. ISHRATH NAAZ","ISHRATH NAAZ","Telangana","Hyderabad","View        registration details for NEWSLINE FROM THE HEART OF TELANGANA (APENG/2001/05103)"
"1078","NEWSMATE","TELTEL/2015/66419","16-03-2016","Telugu","Daily","S.M. BASHA","S. M. BASHA","Telangana","Hyderabad","View        registration details for NEWSMATE (TELTEL/2015/66419)"
"1079","NEWSMATE","TELTEL/2014/63453","27-07-2015","Telugu","Monthly","S.M. BASHA","S. M. BASHA","Telangana","Hyderabad","View        registration details for NEWSMATE (TELTEL/2014/63453)"
"1080","NIDA E DECCAN","TELURD/2016/67374","03-06-2016","Urdu","Fortnightly","MD. KHAJA MOIZ UDDIN","KHAJA MOIZUDDIN","Telangana","Nalgonda","View        registration details for NIDA E DECCAN (TELURD/2016/67374)"
"1081","NIDA E HYDERABAD","25454","18-07-1975","Urdu","Weekly","MOHAMMED ABDUL WADOOD","KHAJA AZAMATULLAH SHAH","Telangana","Hyderabad","View        registration details for NIDA E HYDERABAD (25454)"
"1082","NIDA E WAQT","61778","25-04-1995","Urdu","Weekly","SYED SHARYAR HUSSAIN KAZMI","SYED SHARYAR HUSSAIN KAZMI","Telangana","Hyderabad","View        registration details for NIDA E WAQT (61778)"
"1083","NIJALA NIGGU TELCHE `CHARCHA`","APTEL/1998/02685","07-07-2000","Telugu","Daily","GALI SAMMI REDDY","VIJETHA PUBLICATIONS","Telangana","Telangana","View        registration details for NIJALA NIGGU TELCHE `CHARCHA` (APTEL/1998/02685)"
"1084","NIJAM CHEPTAAM NIRBHAYANGA","TELTEL/2023/90523","18-03-2025","TELUGU","Daily","MOHAMMAD SIDDIQUE","MOHAMMAD SIDDIQUE","Telangana","Sangareddy","View        registration details for NIJAM CHEPTAAM NIRBHAYANGA (TELTEL/2023/90523)"
"1085","NIJAM CHEPUTHAM","TELTEL/2022/83478","02-03-2023","Telugu","Daily","KAMELLA KANTHAIAH","KAMELLA KANTHAIAH","Telangana","Nalgonda","View        registration details for NIJAM CHEPUTHAM (TELTEL/2022/83478)"
"1086","Nijam Drushti telugu news","TGTEL/25/A3731","06-11-2025","Telugu","Daily","Rayinipatla Kumaraswamy","Rayinipatla Kumaraswamy","Telangana","Rajanna Sircilla","View        registration details for Nijam Drushti telugu news (TGTEL/25/A3731)"
"1087","NIJAME KADA","TGTEL/25/A2707","19-09-2025","Telugu","Daily","BOMMA RAVINDAR","BOMMA RAVINDAR","Telangana","Yadadri Bhuvanagiri","View        registration details for NIJAME KADA (TGTEL/25/A2707)"
"1088","Nijame Nijayathi","TGTEL/25/A3750","06-11-2025","Telugu","Daily","Boddupally Mallaiah","Boddupally Mallaiah","Telangana","Nagarkurnool","View        registration details for Nijame Nijayathi (TGTEL/25/A3750)"
"1089","NIKHAT E DECCAN","37953","05-05-1984","Urdu","Fortnightly","SYED IBRAHIM ALI HUSSAINI","SYED IBRAHIM ALI HUSSAINI","Telangana","Hyderabad","View        registration details for NIKHAT E DECCAN (37953)"
"1090","NINADAM","APTEL/2003/11288","03-09-2003","Telugu","Daily","B.SRINIVAS","B.SRINIVAS","Telangana","Karimnagar","View        registration details for NINADAM (APTEL/2003/11288)"
"1091","NINGI NELA","TELMUL/2016/69068","24-10-2016","English, Telugu, Hindi","Daily","KANUGULA RAJESHWAR RAO","SATYA HARISHCHANDRA FOUNDATION","Telangana","Hyderabad","View        registration details for NINGI NELA (TELMUL/2016/69068)"
"1092","NIPPU KANIKA","TELTEL/2022/86896","19-04-2024","Telugu","Monthly","JANAGAMA SURESH","JANAGAMA SURESH","Telangana","Nalgonda","View        registration details for NIPPU KANIKA (TELTEL/2022/86896)"
"1093","NIRANTHARAM PRAJALA PAKSHAM","TGTEL/25/A1335","20-06-2025","Telugu","Daily","EMANDI UDAY KUMAR","EMANDI UDAY KUMAR","Telangana","Bhadradri Kothagudem","View        registration details for NIRANTHARAM PRAJALA PAKSHAM (TGTEL/25/A1335)"
"1094","NIRBHAYA VAARTHA","TELTEL/2014/55197","03-04-2014","Telugu","Daily","BAVANARI RAVI KUMAR","BAVANARI RAVI KUMAR","Telangana","Rangareddy","View        registration details for NIRBHAYA VAARTHA (TELTEL/2014/55197)"
"1095","NISSABDAM","TELBIL/2016/65990","03-02-2016","English, Telugu","Monthly","Y. PRABHANJAN YADAV","Y. PRABHANJAN YADAV","Telangana","Hyderabad","View        registration details for NISSABDAM (TELBIL/2016/65990)"
"1096","NITHYA GAMANAM","TELTEL/2023/89444","08-10-2024","TELUGU","Daily","MURAHARI BUDDARAM","MURAHARI BUDDARAM","Telangana","Wanaparthy","View        registration details for NITHYA GAMANAM (TELTEL/2023/89444)"
"1097","Nityam Nigha","TGTEL/25/A1665","04-07-2025","Telugu","Daily","Bura Nagesh","Bura Nagesh","Telangana","Warangal","View        registration details for Nityam Nigha (TGTEL/25/A1665)"
"1098","NIVAS VARTHAPATHRIKA","TGTEL/26/A2505","13-04-2026","Telugu","Daily","BAJJURLA SRINIVAS","BAJJURLA SRINIVAS","Telangana","Hyderabad","View        registration details for NIVAS VARTHAPATHRIKA (TGTEL/26/A2505)"
"1099","NIYOJAKVARGAMELA","APTEL/2002/08468","26-10-2002","Telugu","Fortnightly","M.S.SHANKER","M.S.SHANKER","Telangana","Hyderabad","View        registration details for NIYOJAKVARGAMELA (APTEL/2002/08468)"
"1100","NIZAM PRABHA","TELTEL/2015/63197","13-07-2015","Telugu","Monthly","G.A. LAKSHMI","G.A. LAKSHMI","Telangana","Rangareddy","View        registration details for NIZAM PRABHA (TELTEL/2015/63197)"
"1101","NIZAM STATE","TELURD/2014/59394","02-01-2015","Urdu","Weekly","MOHAMMED KHASIM ALI","MOHAMMED KHASIM ALI","Telangana","Hyderabad","View        registration details for NIZAM STATE (TELURD/2014/59394)"
"1102","NIZAM STATE","TELURD/2013/53245","26-11-2013","Urdu","Daily","MOHAMMED KHASIM ALI","MOHAMMED KHASIM ALI","Telangana","Hyderabad","View        registration details for NIZAM STATE (TELURD/2013/53245)"
"1103","NIZAMABAD EXPRESS","TELURD/2023/88501","22-08-2024","URDU","Daily (Monday To Saturday)","MOHD FEROZ KHAN","MOHD FEROZ KHAN","Telangana","Nizamabad","View        registration details for NIZAMABAD EXPRESS (TELURD/2023/88501)"
"1104","NIZAMABAD MORNING TIMES","TELURD/2000/04168","14-10-2000","Urdu","Daily","ASHFAQ AHMED KHAN","ASHFAQ AHMED KHAN","Telangana","Nizamabad","View        registration details for NIZAMABAD MORNING TIMES (TELURD/2000/04168)"
"1105","NIZAMABAD SAMACHAR","TELHIN/2017/71493","28-04-2017","Hindi","Daily","RAMESH KUMAR DALIYA","RAMESH KUMAR DALIYA","Telangana","Nizamabad","View        registration details for NIZAMABAD SAMACHAR (TELHIN/2017/71493)"
"1106","NON STOP NEWS9","TELENG/2016/69133","26-10-2016","English","Daily","SYED KHAIRATH ALI","SHAMS NEWS AGENCIES","Telangana","Rangareddy","View        registration details for NON STOP NEWS9 (TELENG/2016/69133)"
"1107","NON-GAZETTED OFFICER SAMACHARAM","APBIL/2005/16246","28-07-2005","English, Telugu","Monthly","V. GOPAL REDDY","APNGOS ASSOCIATION","Telangana","Hyderabad","View        registration details for NON-GAZETTED OFFICER SAMACHARAM (APBIL/2005/16246)"
"1108","NONSTOP NEWS","TELTEL/2015/62525","12-06-2015","Telugu","Monthly","VISHWANATHAM SAI RAM","VISHWANATHAM SAI RAM","Telangana","Rangareddy","View        registration details for NONSTOP NEWS (TELTEL/2015/62525)"
"1109","NONSTOP NEWS","TELTEL/2013/49867","23-05-2013","Telugu","Daily","VISHWANATHAM SAI RAM","VISHWANATHAM SAI RAM","Telangana","Rangareddy","View        registration details for NONSTOP NEWS (TELTEL/2013/49867)"
"1110","NOOLUPOURNAMI","TELTEL/2022/81886","22-08-2022","Telugu","Monthly","KODAM PAVAN KUMAR","KODAM PAVANKUMAR","Telangana","Medchal Malkajgiri","View        registration details for NOOLUPOURNAMI (TELTEL/2022/81886)"
"1111","NOOR-E-VILAYAT","32268","01-01-1979","Urdu","Monthly","MAQSOOD ALI KHAN","TANZEEM-E-MAHDAVIA","Telangana","Hyderabad","View        registration details for NOOR-E-VILAYAT (32268)"
"1112","NOORAIN","TELURD/2017/71640","03-05-2017","Urdu","Fortnightly","SYED NAJAF ALI","SYED NAJAF ALI","Telangana","Hyderabad","View        registration details for NOORAIN (TELURD/2017/71640)"
"1113","NOTI SAMAJIKA CHAITHANYA MASA PATHRIKA PRAJABHIMANI","69475","04-02-1998","Telugu","Monthly","N VENKATA RAMANA REDDY","N.VENKATA RAMANA REDDY","Telangana","Nalgonda","View        registration details for NOTI SAMAJIKA CHAITHANYA MASA PATHRIKA PRAJABHIMANI (69475)"
"1114","NOW TELANGANA PRIDE","TGBIL/25/A0869","03-06-2025","Telugu, English","Daily","SHAIK VASEEM","SHAIK VASEEM","Telangana","Warangal","View        registration details for NOW TELANGANA PRIDE (TGBIL/25/A0869)"
"1115","NUMAINDAGI","TELURD/2015/62884","24-06-2015","Urdu","Daily","AFROZ QURESHI","AFROZ QURESHI","Telangana","Hyderabad","View        registration details for NUMAINDAGI (TELURD/2015/62884)"
"1116","NUTANA SANDARBHAM","TGTEL/26/A2717","17-04-2026","Telugu","Daily","SHAIK ZAKEER MOHAMMAD","SHAIK ZAKEER MOHAMMAD","Telangana","Rangareddy","View        registration details for NUTANA SANDARBHAM (TGTEL/26/A2717)"
"1117","Nuutana sankranti","TGTEL/26/A2056","27-03-2026","Telugu","Daily","PUNEM SUMANTH","PUNEM SUMANTH","Telangana","Bhadradri Kothagudem","View        registration details for Nuutana sankranti  (TGTEL/26/A2056)"
"1118","NYAYA PRABHA","TELTEL/2006/17978","22-11-2006","Telugu","Monthly","E. VENUGOPAL RAO","E. VENUGOPAL RAO","Telangana","Medak","View        registration details for NYAYA PRABHA (TELTEL/2006/17978)"
"1119","Nyaya Sutra","TGENG/25/A3420","24-10-2025","English","Monthly","Viswanath Pillutla","ADVANCED EDUCATIONAL ACTIVITIES PRIVATE LIMITED","Telangana","Hyderabad","View        registration details for Nyaya Sutra (TGENG/25/A3420)"
