"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"3035","REPATI UDAYAM","APTEL/2017/73483","06-10-2017","Telugu","Daily","GODABA RAMA RAO","GODABA RAMA RAO","Andhra Pradesh","Visakhapatnam","View        registration details for REPATI UDAYAM (APTEL/2017/73483)"
"3036","REPATI VOICE","APTEL/2022/82952","24-11-2022","Telugu","Daily","PASAM NAGARJUNA REDDY","PASAM NAGARJUNA REDDY","Andhra Pradesh","Guntur","View        registration details for REPATI VOICE (APTEL/2022/82952)"
"3037","REPORTER","APTEL/2007/20897","20-08-2007","Telugu","Daily","SYED NASEER","SYED NASEER","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for REPORTER (APTEL/2007/20897)"
"3038","REPORTER CHOICE","APTEL/2018/75720","17-07-2018","Telugu","Weekly","KONUKU NAGAMANI","KONUKU NAGAMANI","Andhra Pradesh","Visakhapatnam","View        registration details for REPORTER CHOICE (APTEL/2018/75720)"
"3039","REPORTERS NIGHA","APTEL/25/A5341","30-12-2025","Telugu","Monthly","veluguri Ravikumar","veluguri Ravikumar","Andhra Pradesh","East Godavari","View        registration details for REPORTERS NIGHA (APTEL/25/A5341)"
"3040","REVENUE SAMACHARAM","APTEL/2015/62898","25-06-2015","Telugu","Monthly","N. PURUSHOTHAM","N. PURUSHOTHAM","Andhra Pradesh","Andhra Pradesh","View        registration details for REVENUE SAMACHARAM (APTEL/2015/62898)"
"3041","REVENUE TODAY","APTEL/2017/74308","28-12-2017","Telugu","Monthly","GUNTUPALLI CHANDRA MOULI","GUNTUPALLI CHANDRA MOULI","Andhra Pradesh","Guntur","View        registration details for REVENUE TODAY (APTEL/2017/74308)"
"3042","REVENUE VOICE","APTEL/2013/52702","21-10-2013","Telugu","Monthly","V. SATYAM","V. SATYAM","Andhra Pradesh","Rangareddy","View        registration details for REVENUE VOICE (APTEL/2013/52702)"
"3043","RHUSHI","APTEL/2008/26409","28-11-2008","Telugu","Daily","TIRUMALA SETTY RAMACHANDRA RAO","TIRUMALA SETTY","Andhra Pradesh","Hyderabad","View        registration details for RHUSHI (APTEL/2008/26409)"
"3044","RICE MILL REPORTER","52764","05-08-1991","Telugu","Fortnightly","S.K. BAJI","S.K. BAJI","Andhra Pradesh","Krishna","View        registration details for RICE MILL REPORTER (52764)"
"3045","RIDA TIMES","APENG/2012/44243","23-07-2012","English","Daily","MOHAMMED KHAIRATH ALI","MOHAMMED KHAIRATH ALI","Andhra Pradesh","Hyderabad","View        registration details for RIDA TIMES (APENG/2012/44243)"
"3046","RIGHT CHOICE","TEL/2013/50015","28-05-2013","Telugu","Monthly","M. GIRI BABU","M.GIRI BABU","Andhra Pradesh","Visakhapatnam","View        registration details for RIGHT CHOICE (TEL/2013/50015)"
"3047","RIGHT CHOICE","APTEL/2015/65467","05-01-2016","Telugu","Daily","M.GIRI BABU","M.GIRI BABU","Andhra Pradesh","Visakhapatnam","View        registration details for RIGHT CHOICE (APTEL/2015/65467)"
"3048","RISING AMARAVATHI","APTEL/2021/83170","23-01-2023","Telugu","Monthly","GAJULAPALLI MADHU","GAJULAPALLI MADHU","Andhra Pradesh","Krishna","View        registration details for RISING AMARAVATHI (APTEL/2021/83170)"
"3049","RISING NEW DEMOCRACY","APTEL/2013/53941","08-01-2014","Telugu","Fortnightly","SADINENI VENKATESHWARA RAO","SADINENI VENKATESHWARA RAO","Andhra Pradesh","Andhra Pradesh","View        registration details for RISING NEW DEMOCRACY (APTEL/2013/53941)"
"3050","RISING STAR  OF ANDHRAVANI AMARAVATHI","APTEL/2017/72347","20-06-2017","Telugu","Daily","B. KRISHNA VENI","B.KRISHNAVENI","Andhra Pradesh","Kurnool","View        registration details for RISING STAR  OF ANDHRAVANI AMARAVATHI (APTEL/2017/72347)"
"3051","RISING STAR OF ANDHRAVANI AMARAVATHI","APTEL/2024/90150","13-11-2024","TELUGU","Daily","B. KRISHNA VENI","B.KRISHNAVENI","Andhra Pradesh","Kurnool","View        registration details for RISING STAR OF ANDHRAVANI AMARAVATHI (APTEL/2024/90150)"
"3052","RITUNESTHAM","APTEL/2007/20829","14-08-2007","Telugu","Weekly","Y. VENKATESWARA RAO","Y. VENKATESWARA RAO","Andhra Pradesh","Hyderabad","View        registration details for RITUNESTHAM (APTEL/2007/20829)"
"3053","RIYAZ TIMES","APURD/2008/26750","06-01-2009","Urdu","Daily","MOHD. RIYAZ ALI","MOHD. RIYAZ ALI","Andhra Pradesh","Hyderabad","View        registration details for RIYAZ TIMES (APURD/2008/26750)"
"3054","RIYAZ TIMES","APENG/2008/26743","06-01-2009","English","Daily","MOHD RIYAZ ALI","MOHD. RIYAZ ALI","Andhra Pradesh","Hyderabad","View        registration details for RIYAZ TIMES (APENG/2008/26743)"
"3055","ROBO VAARTHA","APTEL/2013/50005","28-05-2013","Telugu","Weekly","S. AKBAR BASHA","S. AKBAR BASHA","Andhra Pradesh","Mahbubnagar","View        registration details for ROBO VAARTHA (APTEL/2013/50005)"
"3056","ROLE MODEL","APTEL/26/A0864","30-01-2026","Telugu","Daily","MANNE SITA RAMA CHANDRA MURTHY","MANNE SITA RAMA CHANDRA MURTHY","Andhra Pradesh","West Godavari","View        registration details for ROLE MODEL  (APTEL/26/A0864)"
"3057","ROOPA NEWS","APTEL/2014/59674","19-01-2015","Telugu","Monthly","T. SUBRAMANYAM REDDY","T. SUBRAMANYAM REDDY","Andhra Pradesh","Chittoor","View        registration details for ROOPA NEWS (APTEL/2014/59674)"
"3058","ROOPANI","APTEL/2018/76542","10-12-2018","Telugu","Weekly","PASUPULETI RATNAKARA RAO","PASUPULETI RATNAKARA RAO","Andhra Pradesh","Krishna","View        registration details for ROOPANI (APTEL/2018/76542)"
"3059","ROSHAN","APTEL/2011/37927","20-06-2011","Telugu","Monthly","MD.AFZAL PASHA","MD. AFZAL PASHA","Andhra Pradesh","West Godavari","View        registration details for ROSHAN (APTEL/2011/37927)"
"3060","ROYAL JOURNALISM","APBIL/2023/86665","28-03-2024","English, Telugu","Daily","CHALLA SRIKANTH","CHALLA SRIKANTH","Andhra Pradesh","Guntur","View        registration details for ROYAL JOURNALISM (APBIL/2023/86665)"
"3061","ROYAL NEWS","APTEL/2013/54508","05-02-2014","Telugu","Weekly","B.NARAYANA","B.NARAYANA","Andhra Pradesh","Anantapur","View        registration details for ROYAL NEWS (APTEL/2013/54508)"
"3062","ROYAL POST","APTEL/2012/46783","04-12-2012","Telugu","Weekly","MOHAMMED KHAJA FASIUDDIN","MOHAMMED KHAJA FASIUDDIN","Andhra Pradesh","Hyderabad","View        registration details for ROYAL POST (APTEL/2012/46783)"
"3063","ROYAL POST","APTEL/2011/40249","30-12-2011","Telugu","Daily","MOHAMMED KHAJA FASIUDDIN","MOHAMMED KHAJA FASIUDDIN","Andhra Pradesh","Hyderabad","View        registration details for ROYAL POST (APTEL/2011/40249)"
"3064","ROYAL SAMACHAR","APTEL/2016/71585","03-05-2017","Telugu","Weekly","S. ABDUL SHABBIR","S ABDUL SHABBIR","Andhra Pradesh","Y.S.R.","View        registration details for ROYAL SAMACHAR (APTEL/2016/71585)"
"3065","ROYAL SAMAJ","APTEL/2013/50240","10-06-2013","Telugu","Daily","JAMPANA VENKATA RAJA GOPALA VARMA","J.V.R. GOPALA VARMA","Andhra Pradesh","Vizianagaram","View        registration details for ROYAL SAMAJ (APTEL/2013/50240)"
"3066","ROYAL STAR","APTEL/2023/89174","25-09-2024","TELUGU","Daily","SHAIK ABDUL JALEEL","SHAIK ABDUL JALEEL","Andhra Pradesh","","View        registration details for ROYAL STAR (APTEL/2023/89174)"
"3067","ROYAL STAR","APTEL/25/A4334","25-11-2025","TELUGU","Monthly","SHAIK ABDUL JALEEL","SHAIK ABDUL JALEEL","Andhra Pradesh","Nandyal","View        registration details for ROYAL STAR (APTEL/25/A4334)"
"3068","ROYALA EDIGA SHAKTI","APTEL/2022/82099","26-08-2022","Telugu","Monthly","M.NAGASHESHANNA GOUD","M.NAGASHESHANNA GOUD","Andhra Pradesh","Kurnool","View        registration details for ROYALA EDIGA SHAKTI (APTEL/2022/82099)"
"3069","ROZNAMA RAHBAR E DECCAN","APURD/2014/55296","11-04-2014","Urdu","Daily","MOHAMMED NOORULLAH HUSSAINI","MOHAMMED NOORULLAH HUSSAINI","Andhra Pradesh","Hyderabad","View        registration details for ROZNAMA RAHBAR E DECCAN (APURD/2014/55296)"
"3070","ROZNAMA RASHTRIYA SAHARA","APURD/2007/18610","22-02-2007","Urdu","Daily","ZIA KADREE","SAHARA INDIA MASS COMMUNICATION","Andhra Pradesh","Hyderabad","View        registration details for ROZNAMA RASHTRIYA SAHARA (APURD/2007/18610)"
"3071","ROZNAMA SAMAJ SUDHAR","APURD/2010/33998","13-10-2010","Urdu","Daily","MOHD. ABDUL AHMED","MOHD. ABDUL AHMED","Andhra Pradesh","Hyderabad","View        registration details for ROZNAMA SAMAJ SUDHAR (APURD/2010/33998)"
"3072","RTI EXPRESS","APTEL/26/A1527","16-03-2026","Telugu","Daily","KOTLAPALLI FOUZIYA","KOTLAPALLI FOUZIYA","Andhra Pradesh","Guntur","View        registration details for RTI EXPRESS (APTEL/26/A1527)"
"3073","RTI EXPRESS","APTEL/26/A1833","23-03-2026","Telugu","Daily","KOTLAPALLI FOUZIYA","KOTLAPALLI FOUZIYA","Andhra Pradesh","Chittoor","View        registration details for RTI EXPRESS (APTEL/26/A1833)"
"3074","RTI EXPRESS","APTEL/26/A1504","16-03-2026","Telugu","Daily","KOTLAPALLI FOUZIYA","KOTLAPALLI FOUZIYA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for RTI EXPRESS (APTEL/26/A1504)"
"3075","RTI EXPRESS","APTEL/26/A1835","23-03-2026","Telugu","Daily","KOTLAPALLI FOUZIYA","KOTLAPALLI FOUZIYA","Andhra Pradesh","East Godavari","View        registration details for RTI EXPRESS (APTEL/26/A1835)"
"3076","RTI EXPRESS","APTEL/26/A1505","16-03-2026","Telugu","Daily","KOTLAPALLI FOUZIYA","KOTLAPALLI FOUZIYA","Andhra Pradesh","Visakhapatnam","View        registration details for RTI EXPRESS (APTEL/26/A1505)"
"3077","RTI EXPRESS","APTEL/2018/76797","25-01-2019","Telugu","Monthly","KOTALAPALLI FOUZIYA","KOTALAPALLI FOUZIYA","Andhra Pradesh","Anantapur","View        registration details for RTI EXPRESS (APTEL/2018/76797)"
"3078","RTI EXPRESS","APTEL/26/A1719","18-03-2026","Telugu","Daily","KOTLAPALLI FOUZIYA","KOTLAPALLI FOUZIYA","Andhra Pradesh","Kurnool","View        registration details for RTI EXPRESS (APTEL/26/A1719)"
"3079","RTI EXPRESS","APTEL/26/A1713","18-03-2026","Telugu","Daily","KOTLAPALLI FOUZIYA","KOTLAPALLI FOUZIYA","Andhra Pradesh","Krishna","View        registration details for RTI EXPRESS (APTEL/26/A1713)"
"3080","RTI EXPRESS","APTEL/26/A1834","23-03-2026","Telugu","Daily","KOTLAPALLI FOUZIYA","KOTLAPALLI FOUZIYA","Andhra Pradesh","Prakasam","View        registration details for RTI EXPRESS (APTEL/26/A1834)"
"3081","RTI EXPRESS","APTEL/25/A5338","29-12-2025","Telugu","Daily","KOTLAPALLI FOUZIYA","KOTLAPALLI FOUZIYA","Andhra Pradesh","Ananthapur","View        registration details for RTI EXPRESS (APTEL/25/A5338)"
"3082","RUDHIRODGAARI","APTEL/26/A0687","22-01-2026","Telugu","Monthly","Akepogu Chinni","Akepogu Chinni","Andhra Pradesh","Kurnool","View        registration details for RUDHIRODGAARI  (APTEL/26/A0687)"
"3083","RURAL TODAY","APTEL/2004/14046","02-12-2004","Telugu","Daily","S.VENKATA RAMANA","S.VENKATA RAMANA","Andhra Pradesh","East Godavari","View        registration details for RURAL TODAY (APTEL/2004/14046)"
"3084","RYOTHU BHOOMI","APTEL/2000/07009","30-12-1999","Telugu","Fortnightly","PONGURU MADHU SUDHANA RAO","PONGURU MADHU SUDHANA  RAO","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for RYOTHU BHOOMI (APTEL/2000/07009)"
"3085","RYOTHU BHOOMI","APTEL/2017/73723","06-11-2017","Telugu","Monthly","PONGURU MADHUSUDHANA  RAO","PONGURU MADHUSUDHANA  RAO","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for RYOTHU BHOOMI (APTEL/2017/73723)"
"3086","RYTHANNA KOSAM","APTEL/2017/73396","21-09-2017","Telugu","Monthly","S.M. SUDHEER ARTHUR PRAY","S.M.SUDHEER ARTHUR PRAY","Andhra Pradesh","Kurnool","View        registration details for RYTHANNA KOSAM (APTEL/2017/73396)"
"3087","RYTHE RAJU","APTEL/2014/54443","03-02-2014","Telugu","Monthly","CHALASANI VENKATESWARA RAO","IMAGE BROADCASTING INDIA PVT.LTD","Andhra Pradesh","Hyderabad","View        registration details for RYTHE RAJU (APTEL/2014/54443)"
"3088","RYTHU BHARATHAM","APTEL/2016/68791","22-09-2016","Telugu","Monthly","YAMALA VENKATA RAMANA","YAMALA VENKATA RAMANA","Andhra Pradesh","Guntur","View        registration details for RYTHU BHARATHAM (APTEL/2016/68791)"
"3089","RYTHU PARIWAR","APTEL/2017/74307","28-12-2017","Telugu","Monthly","GUNTUPALLI CHANDRA MOULI","GUNTUPALLI CHANDRA MOULI","Andhra Pradesh","Guntur","View        registration details for RYTHU PARIWAR (APTEL/2017/74307)"
"3090","RYTHU VYAVASAYAM","APTEL/2013/54230","23-01-2014","Telugu","Monthly","V. SRINIVAS REDDY","V. SRINIVAS REDDY","Andhra Pradesh","Rangareddy","View        registration details for RYTHU VYAVASAYAM (APTEL/2013/54230)"
"3091","SAADHU","APTEL/2012/48767","20-03-2013","Telugu","Daily","SAADHU VENKATESWARLU","S. VENKATESWARLU","Andhra Pradesh","Kurnool","View        registration details for SAADHU (APTEL/2012/48767)"
"3092","SAAHASAM","APTEL/2009/30945","12-02-2010","Telugu","Daily","K. MANOHAR REDDY","K. MANOHAR REDDY","Andhra Pradesh","Rangareddy","View        registration details for SAAHASAM (APTEL/2009/30945)"
"3093","SAAHITHYA CHAITANYA VEDIKA","APTEL/2009/32834","01-07-2010","Telugu","Monthly","MAROTHI VENKATESWARLU","MAROTHI VENKATESWARLU","Andhra Pradesh","West Godavari","View        registration details for SAAHITHYA CHAITANYA VEDIKA (APTEL/2009/32834)"
"3094","SAAHO","APTEL/2021/80731","25-11-2021","Telugu","Monthly","LOGISA VENKATA RAMANA","LOGISA VENKATA RAMANA","Andhra Pradesh","Visakhapatnam","View        registration details for SAAHO (APTEL/2021/80731)"
"3095","SAAKSHARA","APTEL/2011/42149","10-05-2012","Telugu","Daily","A . LINGANNA","A . LINGANNA","Andhra Pradesh","Adilabad","View        registration details for SAAKSHARA (APTEL/2011/42149)"
"3096","SAAMAANYUDI GHALAM JANAVANI","APTEL/26/A3828","18-05-2026","Telugu","Daily","YALAMALA MOUNIKA","YALAMALA MOUNIKA","Andhra Pradesh","West Godavari","View        registration details for SAAMAANYUDI GHALAM JANAVANI (APTEL/26/A3828)"
"3097","SAAMAJIKA PARIVARTANA","APTEL/26/A0752","23-01-2026","Telugu","Daily","DADIPOGU SAMUEL PRASAD RAO","DADIPOGU SAMUEL PRASAD RAO","Andhra Pradesh","Kurnool","View        registration details for SAAMAJIKA PARIVARTANA (APTEL/26/A0752)"
"3098","SAASANAM","APTEL/2010/33800","27-09-2010","Telugu","Monthly","K. PRABHAKAR","K. PRABHAKAR","Andhra Pradesh","Anantapur","View        registration details for SAASANAM (APTEL/2010/33800)"
"3099","SAAYANTRAM","APTEL/2001/05326","07-08-2001","Telugu","Daily","YERRAMSETTI GIRIJAPATHI","YERRAMSETTI GIRIJAPATHI","Andhra Pradesh","West Godavari","View        registration details for SAAYANTRAM (APTEL/2001/05326)"
"3100","SABHA STHALI","APTEL/2015/65371","28-12-2015","Telugu","Daily","G. SAMUEL","G.SAMUEL","Andhra Pradesh","Kurnool","View        registration details for SABHA STHALI (APTEL/2015/65371)"
"3101","SACHITRA PAKSHA PATRIKA UDAYASRI","APTEL/2010/33044","26-07-2010","Telugu","Fortnightly","PONNADA GOVINDAMMA","PONNADA GOVINDAMMA","Andhra Pradesh","Srikakulam","View        registration details for SACHITRA PAKSHA PATRIKA UDAYASRI (APTEL/2010/33044)"
"3102","SADA E HYDERABAD","APURD/2010/32858","05-07-2010","Urdu","Daily","MOHAMMED ADIL","MOHAMMED ADIL","Andhra Pradesh","Hyderabad","View        registration details for SADA E HYDERABAD (APURD/2010/32858)"
"3103","SADA E HYDERABAD","APURD/2010/33937","07-10-2010","Urdu","Weekly","MOHAMMED ADIL","MOHAMMED ADIL","Andhra Pradesh","Hyderabad","View        registration details for SADA E HYDERABAD (APURD/2010/33937)"
"3104","SADA E RAHMAT","APURD/2014/55011","20-03-2014","Urdu","Weekly","ASMA BEGUM","ASMA BEGUM","Andhra Pradesh","Hyderabad","View        registration details for SADA E RAHMAT (APURD/2014/55011)"
"3105","SADA-E-HUSSAIN","APENG/2009/28241","29-06-2009","English","Weekly","SYED JAFFER HUSSAIN","SYED JAFFER HUSSAIN","Andhra Pradesh","Hyderabad","View        registration details for SADA-E-HUSSAIN (APENG/2009/28241)"
"3106","SADA-E-HUSSAINI","APURD/2007/22818","01-02-2008","Urdu","Monthly","SYED JAFFER HUSSAIN","SYED JAFFER HUSSAIN","Andhra Pradesh","Hyderabad","View        registration details for SADA-E-HUSSAINI (APURD/2007/22818)"
"3107","SADA-E-HUSSAINI","APURD/2009/30780","02-02-2010","Urdu","Daily","SYED JAFFER HUSSAIN","SYED JAFFER HUSSAIN","Andhra Pradesh","Hyderabad","View        registration details for SADA-E-HUSSAINI (APURD/2009/30780)"
"3108","SADBHAVANA PRAJABADHYATA","APTEL/25/A1663","04-07-2025","Telugu","Daily","VADDARAPU GANGADHAR","VADDARAPU GANGADHAR","Andhra Pradesh","Ananthapur","View        registration details for SADBHAVANA PRAJABADHYATA (APTEL/25/A1663)"
"3109","SADBHAVANA PRAJABADHYATA","APTEL/25/A2852","24-09-2025","Telugu","Daily","VADDARAPU GANGADHAR","VADDARAPU GANGADHAR","Andhra Pradesh","Guntur","View        registration details for SADBHAVANA PRAJABADHYATA (APTEL/25/A2852)"
"3110","SADBHAVANA PRAJABADHYATA","APTEL/25/A2870","26-09-2025","Telugu","Daily","VADDARAPU GANGADHAR","VADDARAPU GANGADHAR","Andhra Pradesh","Visakhapatnam","View        registration details for SADBHAVANA PRAJABADHYATA (APTEL/25/A2870)"
"3111","SADBHAVANA PRAJABADHYATA","APTEL/25/A2866","26-09-2025","Telugu","Daily","VADDARAPU GANGADHAR","VADDARAPU GANGADHAR","Andhra Pradesh","Y.S.R.","View        registration details for SADBHAVANA PRAJABADHYATA (APTEL/25/A2866)"
"3112","SADBHAVANA PRAJABADHYATA","APTEL/25/A2851","24-09-2025","Telugu","Daily","VADDARAPU GANGADHAR","VADDARAPU GANGADHAR","Andhra Pradesh","Chittoor","View        registration details for SADBHAVANA PRAJABADHYATA (APTEL/25/A2851)"
